id,wine,rating,location,image
48,G-Max Riesling N.V.,"{'average': '4.7', 'reviews': '192 ratings'}",Germany·Rheinhessen,https://images.vivino.com/thumbs/_tbErBvfQ3CcDGgJf-I6Dw_pb_x300.png
49,Meursault Les Perrieres N.V.,"{'average': '4.7', 'reviews': '184 ratings'}",France·Meursault,https://images.vivino.com/thumbs/iDfiF6ocQuOzhLbXXKWtPQ_pb_x300.png
50,Meursault Premier Cru Caillerets N.V.,"{'average': '4.7', 'reviews': '151 ratings'}",France·Meursault Premier Cru,https://images.vivino.com/thumbs/dh7QiwynR8CgMU95ENU7Bg_pb_x300.png
51,Bâtard-Montrachet Grand Cru 2011,"{'average': '4.7', 'reviews': '130 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/EDQ4q_3FQ568NVspQBECug_pb_x300.png
52,Marcassin Vineyard Chardonnay 2011,"{'average': '4.7', 'reviews': '118 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
53,Montrachet Grand Cru 2008,"{'average': '4.7', 'reviews': '107 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
54,Sorte O Soro Val do Bibei 2014,"{'average': '4.7', 'reviews': '95 ratings'}",Spain·Valdeorras,https://images.vivino.com/thumbs/zIh4iW-pRNim7pLF_q2QAg_pb_x300.png
55,Montrachet Grand Cru Marquis de Laguiche 2008,"{'average': '4.7', 'reviews': '89 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
56,Astéroide N.V.,"{'average': '4.7', 'reviews': '83 ratings'}",France·Pouilly-Fumé,https://images.vivino.com/thumbs/_YKu7agoT8qLq3dKrOGg8w_pb_x300.png
57,Puligny-Montrachet 1er Cru Les Pucelles 2000,"{'average': '4.7', 'reviews': '81 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/6_Co3020RKCKxGqSX8PTIQ_pb_x300.png
58,Chevalier-Montrachet Grand Cru N.V.,"{'average': '4.7', 'reviews': '81 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/oBGUJWNHRkOuTsGCj4XiCQ_pb_x300.png
59,Chevalier-Montrachet Grand Cru 2000,"{'average': '4.7', 'reviews': '79 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
60,Montrachet Grand Cru 2009,"{'average': '4.7', 'reviews': '78 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
61,Montrachet Grand Cru 2007,"{'average': '4.7', 'reviews': '75 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
62,Bâtard-Montrachet Grand Cru 2011,"{'average': '4.7', 'reviews': '75 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/jWsHoj06QqmQWSwshA6ORA_pb_x300.png
63,Chevalier-Montrachet Grand Cru 2007,"{'average': '4.7', 'reviews': '71 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
64,Meursault Les Rougeots 2011,"{'average': '4.7', 'reviews': '67 ratings'}",France·Meursault,https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png
65,Montrachet Grand Cru 2004,"{'average': '4.7', 'reviews': '64 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
66,Veneto Amabile del Cere Passito Bianco 2003,"{'average': '4.7', 'reviews': '64 ratings'}",Italy·Veneto,https://images.vivino.com/thumbs/KCv8em8IS3Wp_w9qHpQYoQ_pb_x300.png
67,Montrachet Grand Cru N.V.,"{'average': '4.7', 'reviews': '63 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/3FoKTZ4uR_a3QRU4MlC2HA_pb_x300.png
68,Bâtard-Montrachet Grand Cru 1999,"{'average': '4.7', 'reviews': '62 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/EDQ4q_3FQ568NVspQBECug_pb_x300.png
69,Montrachet Grand Cru Marquis de Laguiche 2011,"{'average': '4.7', 'reviews': '60 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
70,Y 1998,"{'average': '4.7', 'reviews': '60 ratings'}",France·Bordeaux Supérieur,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png
71,Montrachet Grand Cru Marquis de Laguiche 2007,"{'average': '4.7', 'reviews': '58 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
72,Unendlich Riesling 2009,"{'average': '4.7', 'reviews': '58 ratings'}",Austria·Wachau,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
73,Y 2009,"{'average': '4.7', 'reviews': '53 ratings'}",France·Bordeaux Supérieur,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png
74,Meursault Les Rougeots 2007,"{'average': '4.7', 'reviews': '53 ratings'}",France·Meursault,https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png
75,Meursault-Perrières Premier Cru 2011,"{'average': '4.7', 'reviews': '53 ratings'}",France·Meursault Premier Cru,https://images.vivino.com/thumbs/CHcdmEQ1QAeKnKcX96AghA_pb_x300.png
76,Montrachet Grand Cru 2006,"{'average': '4.7', 'reviews': '52 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/2YDGRewSSFuiQWel9WCJRw_pb_x300.png
77,Veneto Amabile del Cere Passito Bianco 1990,"{'average': '4.7', 'reviews': '52 ratings'}",Italy·Veneto,https://images.vivino.com/thumbs/KCv8em8IS3Wp_w9qHpQYoQ_pb_x300.png
78,Meursault Les Rougeots 2006,"{'average': '4.7', 'reviews': '51 ratings'}",France·Meursault,https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png
79,Y 1990,"{'average': '4.7', 'reviews': '50 ratings'}",France·Bordeaux Supérieur,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png
80,Gaia & Rey Langhe 1999,"{'average': '4.7', 'reviews': '50 ratings'}",Italy·Langhe,https://images.vivino.com/thumbs/5K9sXX9CQ8eonyEU71IlDA_pb_x300.png
81,The Judge Chardonnay 2013,"{'average': '4.7', 'reviews': '50 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/xfK7hQR7T6WJjvIIsDW21A_pb_x300.png
82,NVD Blanc 2012,"{'average': '4.7', 'reviews': '49 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/E-mLfBQTQFi1rifQPJeJZA_pb_x300.png
83,Vieilles Vignes Reserve Le Clos de Monsieur Noly Pouilly-Fuissé 2002,"{'average': '4.7', 'reviews': '49 ratings'}",France·Pouilly-Fuissé,https://images.vivino.com/thumbs/oaE_VgfGTk65ZOXcS0NU6Q_pb_x300.png
84,Chevalier-Montrachet Grand Cru 2013,"{'average': '4.7', 'reviews': '49 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
85,Clos Sainte Hune Riesling Alsace 1989,"{'average': '4.7', 'reviews': '48 ratings'}",France·Alsace,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
86,Wehlener Sonnenuhr Riesling Auslese 1998,"{'average': '4.7', 'reviews': '48 ratings'}",Germany·Wehlen,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
87,Chardonnay CIX 2012,"{'average': '4.7', 'reviews': '48 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/mPWBSs3FQHuG52fEionjYQ_pb_x300.png
88,Ermitage Le Méal Blanc 2007,"{'average': '4.7', 'reviews': '48 ratings'}",France·Hermitage,https://images.vivino.com/thumbs/e8iQmynXSRq_uYHKMdPMlQ_pb_x300.png
89,Ellen Lane Estate Chardonnay 2015,"{'average': '4.7', 'reviews': '48 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/5i1iFN1OQlKJZHczprDV9Q_pb_x300.png
90,Scharzhofberger Riesling Spätlese 2015,"{'average': '4.7', 'reviews': '47 ratings'}",Germany·Wiltingen,https://images.vivino.com/thumbs/NwRt7c2oQF6-mdBgs9gSLQ_pb_x300.png
91,Bâtard-Montrachet Grand Cru 2008,"{'average': '4.7', 'reviews': '46 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/tEeCQZd1TRGH39Pc8iOsHQ_pb_x300.png
92,La Proportion Dorée 2014,"{'average': '4.7', 'reviews': '46 ratings'}",United States·Sonoma County,https://images.vivino.com/thumbs/eObKTco1QMGqzOuiZz8wlg_pb_x300.png
93,Bâtard-Montrachet Grand Cru 2009,"{'average': '4.7', 'reviews': '43 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/vwvrxO2IRq2nA3G3DXG6AQ_pb_x300.png
94,Marmar 2015,"{'average': '4.7', 'reviews': '43 ratings'}",Germany·Pfalz,https://images.vivino.com/thumbs/AWCELgR_SYWn2lIZ2byjgg_pb_x300.png
95,Montrachet Grand Cru 2003,"{'average': '4.7', 'reviews': '43 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
96,Familienreserve 2010,"{'average': '4.7', 'reviews': '45 ratings'}",Austria·Kamptal,https://images.vivino.com/thumbs/WqrH0CyxSHSfR94ExP2dyg_pb_x300.png
97,Puligny-Montrachet Les Enseignères 2007,"{'average': '4.7', 'reviews': '41 ratings'}",France·Puligny-Montrachet,https://images.vivino.com/thumbs/rnSiwow4TqSCtPugr3mC2Q_pb_x300.png
98,Puligny-Montrachet Les Enseignères 2013,"{'average': '4.7', 'reviews': '41 ratings'}",France·Puligny-Montrachet,https://images.vivino.com/thumbs/rnSiwow4TqSCtPugr3mC2Q_pb_x300.png
99,Montrachet Grand Cru 1996,"{'average': '4.7', 'reviews': '41 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
100,Chablis Grand Cru 'Blanchot' 2011,"{'average': '4.7', 'reviews': '40 ratings'}",France·Chablis Grand Cru 'Blanchot',https://images.vivino.com/thumbs/N-h7YbCuSSWSjantw5tYBA_pb_x300.png
101,Aile d'Argent Blanc Bordeaux 1982,"{'average': '4.7', 'reviews': '40 ratings'}",France·Bordeaux,https://images.vivino.com/thumbs/mUcYdy79QZyMIo3tsiKq8A_pb_x300.png
102,Chevalier-Montrachet Grand Cru 2014,"{'average': '4.7', 'reviews': '40 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
103,Corton-Charlemagne Grand Cru 2009,"{'average': '4.7', 'reviews': '37 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/LbGb8m6hTeitdD0g3ZAQMw_pb_x300.png
104,Abts Erde Riesling 2009,"{'average': '4.7', 'reviews': '37 ratings'}",Germany·Rheinhessen,https://images.vivino.com/thumbs/e-wQMtuaTqORgDsptlx5ng_pb_x300.png
105,Mon Plaisir Chardonnay 2015,"{'average': '4.7', 'reviews': '37 ratings'}",United States·Knights Valley,https://images.vivino.com/thumbs/kI7dIYpZQWK1D2GCeQ4D2g_pb_x300.png
106,Corton-Charlemagne Grand Cru 2006,"{'average': '4.7', 'reviews': '36 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/6ifUi3VISe6hiUqrXePJqQ_pb_x300.png
107,Castillo Ygay Gran Reserva Especial Blanco 2001,"{'average': '4.7', 'reviews': '36 ratings'}",Spain·Rioja,https://images.vivino.com/thumbs/G3MU5UwBQ1eCX5A6CiPivg_pb_x300.png
108,Y 1997,"{'average': '4.7', 'reviews': '36 ratings'}",France·Bordeaux Supérieur,https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png
109,Wehlener Sonnenuhr Riesling Auslese 1990,"{'average': '4.7', 'reviews': '36 ratings'}",Germany·Wehlen,https://images.vivino.com/thumbs/z7B_lm7URWy88F0inHlZ-w_pb_x300.png
110,Chassagne-Montrachet 1er Cru 'Les Caillerets' Blanc 2014,"{'average': '4.7', 'reviews': '36 ratings'}",France·Chassagne-Montrachet 1er Cru 'Cailleret',https://images.vivino.com/thumbs/upj_csvpTCuxQCbIr2lGPg_pb_x300.png
111,Chardonnay Larry Hyde & Sons 2015,"{'average': '4.7', 'reviews': '36 ratings'}",United States·Los Carneros,https://images.vivino.com/thumbs/IiahG9oiQ-K0DceRfPIoOA_pb_x300.png
112,Chardonnay 2004,"{'average': '4.7', 'reviews': '35 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/O6b0DPFgRkaxE9ebTTwAbA_pb_x300.png
113,Meursault Les Rougeots 2012,"{'average': '4.7', 'reviews': '35 ratings'}",France·Meursault,https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png
114,Chardonnay Coup De Coeur 2013,"{'average': '4.7', 'reviews': '35 ratings'}",United States·Sonoma County,https://images.vivino.com/thumbs/-EUQAvqtSc-fRB5ZkyfqGw_pb_x300.png
115,Montrachet Grand Cru 2011,"{'average': '4.7', 'reviews': '35 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/AzV_MtQeRMek7hwD4cmdzw_pb_x300.png
116,Unendlich Riesling 2011,"{'average': '4.7', 'reviews': '34 ratings'}",Austria·Wachau,https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png
117,Chablis Grand Cru 'Clos' 2012,"{'average': '4.7', 'reviews': '34 ratings'}",France·Chablis Grand Cru 'Les Clos',https://images.vivino.com/thumbs/Z3rABzWkRk66rNa_qD8IVQ_pb_x300.png
118,Deux Grenouilles 2016,"{'average': '4.7', 'reviews': '34 ratings'}",United States·California,https://images.vivino.com/thumbs/r5BG1LbUR26lpgPHn2y9uQ_pb_x300.png
119,Corton-Charlemagne Grand Cru 2013,"{'average': '4.7', 'reviews': '34 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/eRoKZehFRfOTcsj_wEMHzQ_pb_x300.png
120,Vieilles Vignes Reserve Le Clos de Monsieur Noly Pouilly-Fuissé 2001,"{'average': '4.7', 'reviews': '33 ratings'}",France·Pouilly-Fuissé,https://images.vivino.com/thumbs/oaE_VgfGTk65ZOXcS0NU6Q_pb_x300.png
121,Chablis Grand Cru 'Valmur' 2001,"{'average': '4.7', 'reviews': '33 ratings'}",France·Chablis Grand Cru 'Valmur',https://images.vivino.com/thumbs/NvJW_m_oSouF5BbUQ6a_Yg_pb_x300.png
122,Castillo Ygay Gran Reserva Especial Blanco 1988,"{'average': '4.7', 'reviews': '33 ratings'}",Spain·Rioja,https://images.vivino.com/thumbs/G3MU5UwBQ1eCX5A6CiPivg_pb_x300.png
123,Fym 2012,"{'average': '4.8', 'reviews': '34 ratings'}",South Africa·Franschhoek,https://images.vivino.com/thumbs/R4YsPEgZSseG0uOsb9Y8SQ_pb_x300.png
124,Attis Mar Albariño 2016,"{'average': '4.7', 'reviews': '33 ratings'}",Spain·Rías Baixas,https://images.vivino.com/thumbs/O0reA-UNSISBwMILPPcFHg_pb_x300.png
125,Chassagne-Montrachet 1er Cru 'Cailleret' 2005,"{'average': '4.7', 'reviews': '32 ratings'}",France·Chassagne-Montrachet 1er Cru 'Cailleret',https://images.vivino.com/thumbs/UGMGQEeZTVKYOLN7etPpag_pb_x300.png
126,Rosen (Rosenberg) Riesling 2011,"{'average': '4.7', 'reviews': '33 ratings'}",Austria·Wagram,https://images.vivino.com/thumbs/yZHA_lU4Th6EMcezK3xAog_pb_x300.png
127,Charles Heintz Vineyard Chardonnay 2013,"{'average': '4.7', 'reviews': '32 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/DX46cOq9T4mVsmEtkwbJng_pb_x300.png
128,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2008,"{'average': '4.7', 'reviews': '31 ratings'}",France·Pessac-Léognan,https://images.vivino.com/thumbs/EvtJOugzTx-HZXZfdZvTsA_pb_x300.png
129,Châteauneuf-du-Pape Réservé Blanc 2008,"{'average': '4.7', 'reviews': '31 ratings'}",France·Châteauneuf-du-Pape,https://images.vivino.com/thumbs/EtS3QtPDQAiiFF47ROuJ0g_pb_x300.png
130,Meursault 1er Cru 'Charmes' 2009,"{'average': '4.7', 'reviews': '31 ratings'}",France·Meursault 1er Cru 'Charmes',https://images.vivino.com/thumbs/V_acPATYQm6TO4f97UCTdQ_pb_x300.png
131,Kirchspiel Riesling GG 2006,"{'average': '4.7', 'reviews': '31 ratings'}",Germany·Rheinhessen,https://images.vivino.com/thumbs/3hM2pVPBQBWXRixHJHp_AQ_pb_x300.png
132,Cuvée Aimé Rivesaltes 1978,"{'average': '4.7', 'reviews': '31 ratings'}",France·Rivesaltes,https://images.vivino.com/thumbs/m4bJw5sNSaauUxP_kLt1dw_pb_x300.png
133,Chablis Grand Cru 'Clos' 2005,"{'average': '4.7', 'reviews': '31 ratings'}",France·Chablis Grand Cru 'Les Clos',https://images.vivino.com/thumbs/Z3rABzWkRk66rNa_qD8IVQ_pb_x300.png
134,Bienvenues-Bâtard-Montrachet Grand Cru 2001,"{'average': '4.7', 'reviews': '30 ratings'}",France·Bienvenues-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/qhfegylxSw6KORIIVt8Lmg_pb_x300.png
135,Montrachet Grand Cru Marquis de Laguiche 2014,"{'average': '4.7', 'reviews': '30 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
136,Chevalier-Montrachet Grand Cru 2012,"{'average': '4.7', 'reviews': '30 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
137,Chevalier Montrachet Grand Cru Les Demoiselles 2008,"{'average': '4.7', 'reviews': '30 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/wGAxsLWnT0i0p86KHxqN4A_pb_x300.png
138,Estate Chardonnay (Cave Fermented) 2010,"{'average': '4.7', 'reviews': '30 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/KYXeZJ59SO2GJSkGuuKcWg_pb_x300.png
139,Bienvenues-Bâtard-Montrachet Grand Cru 2007,"{'average': '4.7', 'reviews': '30 ratings'}",France·Bienvenues-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/a-Vra87gQ0OPMV75NBirHQ_pb_x300.png
140,Montrachet Grand Cru Marquis de Laguiche 2013,"{'average': '4.7', 'reviews': '30 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
141,Estate Finch Hollow Unfiltered Chardonnay (Cave Fermented) 2012,"{'average': '4.7', 'reviews': '30 ratings'}",United States·Napa Valley,https://images.vivino.com/thumbs/_PoiNSZ2RPejrY1CuYd40Q_pb_x300.png
142,Condrieu Luminescence 2015,"{'average': '4.7', 'reviews': '29 ratings'}",France·Condrieu,https://images.vivino.com/thumbs/0uJ-HXpdROiyzwCOStux8w_pb_x300.png
143,Scharzhofberger Riesling Auslese 2005,"{'average': '4.7', 'reviews': '29 ratings'}",Germany·Wiltingen,https://images.vivino.com/thumbs/V_iEN64AR7GyB20KeOkA0Q_pb_x300.png
144,Bâtard-Montrachet Grand Cru 2015,"{'average': '4.7', 'reviews': '29 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/N-K6WtnRTTCz-6tx9db63g_pb_x300.png
145,Puligny-Montrachet Premier Cru Champ-Canet 2012,"{'average': '4.7', 'reviews': '29 ratings'}",France·Puligny-Montrachet Premier Cru,https://images.vivino.com/thumbs/vQpiU9BQTjytRzAhmuhhMg_pb_x300.png
146,Chablis Grand Cru 'Clos' 2010,"{'average': '4.7', 'reviews': '28 ratings'}",France·Chablis Grand Cru 'Les Clos',https://images.vivino.com/thumbs/Z3rABzWkRk66rNa_qD8IVQ_pb_x300.png
147,Montrachet Grand Cru Marquis de Laguiche 1998,"{'average': '4.7', 'reviews': '28 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
148,Pinot Gris Alsace Selection de Grains Nobles 2005,"{'average': '4.7', 'reviews': '28 ratings'}",France·Alsace,https://images.vivino.com/thumbs/_11CY9d7Q-OgmYa9k730-g_pb_x300.png
149,Chardonnay Lauren 2015,"{'average': '4.7', 'reviews': '28 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/2NAVcOqORIetzF7Znkt56Q_pb_x300.png
150,Criots-Bâtard-Montrachet Grand Cru 2010,"{'average': '4.7', 'reviews': '28 ratings'}",France·Criots-Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/P8kRvwH_SzeuLW59pwt7tg_pb_x300.png
151,Chablis Grand Cru 'Blanchot' 2001,"{'average': '4.7', 'reviews': '28 ratings'}",France·Chablis Grand Cru 'Blanchot',https://images.vivino.com/thumbs/N-h7YbCuSSWSjantw5tYBA_pb_x300.png
152,Ritchie Vineyard Chardonnay 2011,"{'average': '4.7', 'reviews': '27 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/86OPYU1CTYG-Bc7bkp5HLg_pb_x300.png
153,Corton-Charlemagne Grand Cru 2004,"{'average': '4.7', 'reviews': '27 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/QIs0hHhdRHubnyUjY8U2kA_pb_x300.png
154,Gold Chardonnay 2004,"{'average': '4.7', 'reviews': '27 ratings'}",United States·Napa Valley,https://thumbs.vivino.com/avatars/793134_171840_big_app_50x50.jpg
155,Meursault 2010,"{'average': '4.7', 'reviews': '27 ratings'}",France·Meursault,https://images.vivino.com/thumbs/o40igVoUTkGVXDDl0SsO9w_pb_x300.png
156,Montrachet Grand Cru 2013,"{'average': '4.7', 'reviews': '27 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
157,Bâtard-Montrachet Grand Cru 2014,"{'average': '4.7', 'reviews': '26 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/tEeCQZd1TRGH39Pc8iOsHQ_pb_x300.png
158,Chablis Grand Cru 'Valmur' 2002,"{'average': '4.7', 'reviews': '26 ratings'}",France·Chablis Grand Cru 'Valmur',https://images.vivino.com/thumbs/NvJW_m_oSouF5BbUQ6a_Yg_pb_x300.png
159,Chassagne-Montrachet Premier Cru 'Les Vergers' 2016,"{'average': '4.7', 'reviews': '26 ratings'}",France·Chassagne-Montrachet 1er Cru 'Les Vergers',https://images.vivino.com/thumbs/E-_IMe1XTVS0xExB7uo9aw_pb_x300.png
160,Montrachet Grand Cru 1998,"{'average': '4.7', 'reviews': '26 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png
161,Chevalier-Montrachet Grand Cru 2011,"{'average': '4.7', 'reviews': '26 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/yVJhEJawSHm7K1HJC74mJw_pb_x300.png
162,Bâtard-Montrachet Grand Cru 2011,"{'average': '4.7', 'reviews': '25 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/Rf6CcQguSxKVoJ6CmWfkgA_pb_x300.png
163,G-Max Riesling 2006,"{'average': '4.7', 'reviews': '25 ratings'}",Germany·Rheinhessen,https://images.vivino.com/thumbs/_tbErBvfQ3CcDGgJf-I6Dw_pb_x300.png
164,Gaia & Rey Langhe 1998,"{'average': '4.7', 'reviews': '25 ratings'}",Italy·Langhe,https://images.vivino.com/thumbs/5K9sXX9CQ8eonyEU71IlDA_pb_x300.png
165,Bâtard-Montrachet Grand Cru 1992,"{'average': '4.7', 'reviews': '25 ratings'}",France·Bâtard-Montrachet Grand Cru,https://images.vivino.com/thumbs/EDQ4q_3FQ568NVspQBECug_pb_x300.png
166,Les Preuses Chablís Grand Cru 2015,"{'average': '4.7', 'reviews': '25 ratings'}",France·Chablis Grand Cru 'Preuses',https://images.vivino.com/thumbs/ez2hWNpgSoCisXDrJ133gQ_pb_x300.png
167,Montrachet Grand Cru Marquis de Laguiche 1992,"{'average': '4.7', 'reviews': '25 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
168,Corton-Charlemagne Grand Cru 2003,"{'average': '4.7', 'reviews': '25 ratings'}",France·Corton-Charlemagne Grand Cru,https://images.vivino.com/thumbs/QIs0hHhdRHubnyUjY8U2kA_pb_x300.png
169,Clos Sainte Hune Riesling Alsace 1996,"{'average': '4.7', 'reviews': '25 ratings'}",France·Alsace,https://images.vivino.com/thumbs/sOfai0jLTaKoP_6oXtvH9w_pb_x300.png
170,Chardonnay 2012,"{'average': '4.7', 'reviews': '25 ratings'}",United States·Russian River Valley,https://images.vivino.com/thumbs/iIDBsbA5Rd2cIDOKUDcMJg_pb_x300.png
171,Châteauneuf-du-Pape Réservé Blanc 2004,"{'average': '4.7', 'reviews': '25 ratings'}",France·Châteauneuf-du-Pape,https://images.vivino.com/thumbs/EtS3QtPDQAiiFF47ROuJ0g_pb_x300.png
172,Pêra-Manca Branco 2016,"{'average': '4.6', 'reviews': '1467 ratings'}",Portugal·Evora,https://images.vivino.com/thumbs/NMa7ylfpRD6rjKEFR6w_lw_pb_x300.png
173,Chevalier-Montrachet Grand Cru N.V.,"{'average': '4.6', 'reviews': '1381 ratings'}",France·Chevalier-Montrachet Grand Cru,https://images.vivino.com/thumbs/lD32nuv9Sw6sJ7eQ8M6FtA_pb_x300.png
174,Castillo Ygay Gran Reserva Especial Blanco N.V.,"{'average': '4.6', 'reviews': '1205 ratings'}",Spain·Rioja,https://images.vivino.com/thumbs/G3MU5UwBQ1eCX5A6CiPivg_pb_x300.png
175,Montrachet Grand Cru Marquis de Laguiche N.V.,"{'average': '4.6', 'reviews': '1095 ratings'}",France·Montrachet Grand Cru,https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png
176,Marcassin Vineyard Chardonnay N.V.,"{'average': '4.6', 'reviews': '800 ratings'}",United States·Sonoma Coast,https://images.vivino.com/thumbs/JFRTPDUcTFiLFvtMXT-4Cg_pb_x300.png
177,Puligny-Montrachet Les Enseignères N.V.,"{'average': '4.6', 'reviews': '534 ratings'}",France·Puligny-Montrachet,https://images.vivino.com/thumbs/rnSiwow4TqSCtPugr3mC2Q_pb_x300.png
178,Pêra-Manca Branco 2007,"{'average': '4.6', 'reviews': '454 ratings'}",Portugal·Evora,https://images.vivino.com/thumbs/xILVphRlQV2wdzCZLzWg8g_pb_x300.png
